1		0.8784		0.8016		0.7292		0.7351		0.01000000
2		0.7755		0.7601		0.7348		0.7368		0.01000000
3		0.7378		0.7292		0.7500		0.7593		0.01000000
4		0.7003		0.6927		0.7638		0.7667		0.01000000
5		0.6678		0.6748		0.7723		0.7696		0.01000000
6		0.6458		0.6946		0.7806		0.7730		0.01000000
7		0.6370		0.6636		0.7815		0.7733		0.01000000
8		0.6249		0.6712		0.7869		0.7781		0.01000000
9		0.6154		0.6314		0.7910		0.7895		0.01000000
10		0.6027		0.6326		0.7964		0.7867		0.01000000
11		0.5606		0.6143		0.8079		0.7969		0.00100000
12		0.5444		0.5972		0.8147		0.8021		0.00100000
13		0.5375		0.6035		0.8154		0.8001		0.00100000
14		0.5356		0.6015		0.8173		0.8015		0.00100000
15		0.5258		0.6058		0.8202		0.7983		0.00100000
16		0.5212		0.6086		0.8217		0.7981		0.00100000
17		0.5162		0.6055		0.8226		0.8009		0.00100000
18		0.5083		0.6049		0.8250		0.7981		0.00100000
19		0.5009		0.6038		0.8294		0.7995		0.00100000
20		0.4984		0.6061		0.8282		0.7989		0.00100000
21		0.4817		0.6025		0.8339		0.8015		0.00010000
22		0.4796		0.6045		0.8339		0.8003		0.00010000
23		0.4776		0.6068		0.8358		0.8021		0.00010000
24		0.4768		0.6059		0.8363		0.8009		0.00010000
25		0.4760		0.6062		0.8353		0.8038		0.00010000
26		0.4733		0.6081		0.8364		0.7983		0.00010000
27		0.4738		0.6096		0.8369		0.7986		0.00010000
28		0.4699		0.6127		0.8366		0.8012		0.00010000
29		0.4707		0.6071		0.8372		0.8009		0.00010000
30		0.4718		0.6135		0.8375		0.7995		0.00010000
