1		0.7664		0.9405		0.7475		0.7351		0.01000000
2		0.6639		0.8888		0.7771		0.7351		0.01000000
3		0.6215		0.8729		0.7941		0.7351		0.01000000
4		0.5803		0.8877		0.8058		0.7351		0.01000000
5		0.5528		1.0238		0.8138		0.7351		0.01000000
6		0.5326		1.2306		0.8184		0.7351		0.01000000
7		0.5160		1.3028		0.8231		0.1507		0.01000000
8		0.4987		1.1840		0.8298		0.7351		0.01000000
9		0.4913		1.2768		0.8286		0.7351		0.01000000
10		0.4651		1.3460		0.8371		0.7351		0.01000000
11		0.3953		1.4080		0.8593		0.7351		0.00100000
12		0.3608		1.4654		0.8689		0.7351		0.00100000
13		0.3421		1.5056		0.8757		0.7351		0.00100000
14		0.3308		1.5340		0.8803		0.1507		0.00100000
15		0.3233		1.5497		0.8822		0.1507		0.00100000
16		0.3101		1.5691		0.8873		0.1507		0.00100000
17		0.2974		1.5828		0.8926		0.1507		0.00100000
18		0.2860		1.5957		0.8942		0.1507		0.00100000
19		0.2732		1.6008		0.8994		0.1507		0.00100000
20		0.2638		1.6054		0.9038		0.0695		0.00100000
21		0.2410		1.6045		0.9127		0.1267		0.00010000
22		0.2352		1.6032		0.9153		0.0695		0.00010000
23		0.2361		1.5964		0.9142		0.0695		0.00010000
24		0.2325		1.5834		0.9158		0.0695		0.00010000
25		0.2291		1.5658		0.9162		0.0695		0.00010000
26		0.2301		1.5374		0.9171		0.0701		0.00010000
27		0.2224		1.4954		0.9201		0.1114		0.00010000
28		0.2254		1.4369		0.9168		0.3002		0.00010000
29		0.2250		1.3626		0.9174		0.4571		0.00010000
30		0.2230		1.2860		0.9191		0.5588		0.00010000
