1		0.7711		0.7034		0.7464		0.7679		0.01000000
2		0.6778		0.6714		0.7722		0.7778		0.01000000
3		0.6466		0.6665		0.7838		0.7761		0.01000000
4		0.6184		0.6863		0.7942		0.7855		0.01000000
5		0.6016		0.6707		0.8007		0.7830		0.01000000
6		0.5876		0.6185		0.8051		0.8038		0.01000000
7		0.5703		0.6149		0.8098		0.8043		0.01000000
8		0.5731		0.6326		0.8082		0.7986		0.01000000
9		0.5557		0.6223		0.8143		0.8026		0.01000000
10		0.5442		0.6324		0.8168		0.7915		0.01000000
11		0.4682		0.5863		0.8400		0.8117		0.00100000
12		0.4344		0.5958		0.8496		0.8095		0.00100000
13		0.4144		0.6007		0.8560		0.8066		0.00100000
14		0.3988		0.6165		0.8626		0.7966		0.00100000
15		0.3767		0.6227		0.8683		0.7969		0.00100000
16		0.3641		0.6259		0.8704		0.8018		0.00100000
17		0.3503		0.6455		0.8765		0.8006		0.00100000
18		0.3312		0.6395		0.8842		0.8023		0.00100000
19		0.3171		0.6640		0.8884		0.7884		0.00100000
20		0.2945		0.7090		0.8934		0.7929		0.00100000
21		0.2526		0.6899		0.9128		0.7966		0.00010000
22		0.2443		0.6883		0.9155		0.7992		0.00010000
23		0.2350		0.6908		0.9184		0.7961		0.00010000
24		0.2298		0.7002		0.9209		0.7852		0.00010000
25		0.2246		0.7031		0.9225		0.7949		0.00010000
26		0.2167		0.7011		0.9258		0.7955		0.00010000
27		0.2152		0.7199		0.9254		0.7907		0.00010000
28		0.2121		0.7106		0.9271		0.7918		0.00010000
29		0.2111		0.7194		0.9273		0.7852		0.00010000
30		0.2033		0.7266		0.9291		0.7915		0.00010000
