1		0.7040		0.6579		0.7679		0.7830		0.01000000
2		0.5906		0.5815		0.8094		0.8149		0.01000000
3		0.5530		0.5679		0.8200		0.8186		0.01000000
4		0.5366		0.5586		0.8248		0.8294		0.01000000
5		0.5122		0.7439		0.8323		0.7360		0.01000000
6		0.5076		0.5137		0.8339		0.8385		0.01000000
7		0.4847		0.5509		0.8406		0.8234		0.01000000
8		0.4755		0.5429		0.8440		0.8265		0.01000000
9		0.4704		0.5318		0.8442		0.8297		0.01000000
10		0.4619		0.5702		0.8463		0.8206		0.01000000
11		0.3990		0.4818		0.8660		0.8442		0.00100000
12		0.3679		0.4889		0.8767		0.8451		0.00100000
13		0.3479		0.4910		0.8810		0.8445		0.00100000
14		0.3343		0.4967		0.8846		0.8357		0.00100000
15		0.3234		0.5066		0.8886		0.8337		0.00100000
16		0.3048		0.5236		0.8953		0.8422		0.00100000
17		0.2887		0.5356		0.8990		0.8385		0.00100000
18		0.2791		0.5516		0.9034		0.8445		0.00100000
19		0.2581		0.5647		0.9100		0.8377		0.00100000
20		0.2478		0.6257		0.9132		0.8408		0.00100000
21		0.2114		0.5959		0.9260		0.8354		0.00010000
22		0.1981		0.6048		0.9306		0.8374		0.00010000
23		0.1941		0.6078		0.9316		0.8322		0.00010000
24		0.1874		0.6144		0.9342		0.8337		0.00010000
25		0.1838		0.6310		0.9356		0.8368		0.00010000
26		0.1822		0.6543		0.9378		0.8362		0.00010000
27		0.1733		0.6430		0.9397		0.8308		0.00010000
28		0.1715		0.6585		0.9410		0.8325		0.00010000
29		0.1693		0.6579		0.9415		0.8302		0.00010000
30		0.1664		0.6667		0.9414		0.8322		0.00010000
