1		0.9097		0.8574		0.7271		0.7422		0.01000000
2		0.7953		0.7798		0.7422		0.7562		0.01000000
3		0.7410		0.7727		0.7535		0.7625		0.01000000
4		0.7124		0.7510		0.7618		0.7639		0.01000000
5		0.6910		0.6880		0.7690		0.7684		0.01000000
6		0.6762		0.6737		0.7740		0.7764		0.01000000
7		0.6617		0.6932		0.7789		0.7835		0.01000000
8		0.6512		0.7295		0.7824		0.7707		0.01000000
9		0.6501		0.6684		0.7829		0.7770		0.01000000
10		0.6424		0.6870		0.7818		0.7721		0.01000000
11		0.5826		0.5908		0.8052		0.8100		0.00100000
12		0.5619		0.5812		0.8118		0.8103		0.00100000
13		0.5465		0.5746		0.8181		0.8140		0.00100000
14		0.5326		0.5700		0.8218		0.8143		0.00100000
15		0.5218		0.5736		0.8241		0.8140		0.00100000
16		0.5096		0.5766		0.8286		0.8117		0.00100000
17		0.4968		0.5991		0.8316		0.7978		0.00100000
18		0.4896		0.5766		0.8325		0.8100		0.00100000
19		0.4791		0.5900		0.8354		0.8137		0.00100000
20		0.4682		0.5813		0.8404		0.8123		0.00100000
21		0.4069		0.5794		0.8587		0.8097		0.00010000
22		0.3811		0.5882		0.8664		0.8072		0.00010000
23		0.3629		0.6072		0.8732		0.8055		0.00010000
24		0.3439		0.6209		0.8805		0.8083		0.00010000
25		0.3329		0.6293		0.8835		0.8021		0.00010000
26		0.3144		0.6433		0.8895		0.8063		0.00010000
27		0.3012		0.6737		0.8939		0.7986		0.00010000
28		0.2842		0.6802		0.9002		0.7955		0.00010000
29		0.2683		0.7081		0.9054		0.7983		0.00010000
30		0.2509		0.7546		0.9120		0.7904		0.00010000
