1		0.8537		0.7621		0.7301		0.7525		0.01000000
2		0.7417		0.7036		0.7542		0.7741		0.01000000
3		0.6861		0.6689		0.7721		0.7787		0.01000000
4		0.6555		0.6636		0.7830		0.7847		0.01000000
5		0.6389		0.6569		0.7894		0.7824		0.01000000
6		0.6289		0.7471		0.7907		0.7756		0.01000000
7		0.6188		0.6834		0.7947		0.7693		0.01000000
8		0.6191		0.6402		0.7953		0.7898		0.01000000
9		0.6138		0.6164		0.7958		0.7978		0.01000000
10		0.6008		0.7970		0.8003		0.7417		0.01000000
11		0.5430		0.5845		0.8210		0.8063		0.00100000
12		0.5159		0.5852		0.8263		0.8069		0.00100000
13		0.5084		0.5899		0.8301		0.8049		0.00100000
14		0.4964		0.5886		0.8315		0.8063		0.00100000
15		0.4868		0.5841		0.8352		0.8077		0.00100000
16		0.4740		0.5969		0.8395		0.8029		0.00100000
17		0.4673		0.5941		0.8402		0.8100		0.00100000
18		0.4589		0.6305		0.8423		0.8134		0.00100000
19		0.4563		0.6239		0.8443		0.8137		0.00100000
20		0.4476		0.6044		0.8458		0.8097		0.00100000
21		0.4118		0.6050		0.8570		0.8083		0.00010000
22		0.4023		0.6145		0.8585		0.8092		0.00010000
23		0.3961		0.6151		0.8618		0.8029		0.00010000
24		0.3951		0.6179		0.8623		0.8029		0.00010000
25		0.3903		0.6272		0.8638		0.8035		0.00010000
26		0.3870		0.6237		0.8652		0.7975		0.00010000
27		0.3850		0.6323		0.8659		0.8075		0.00010000
28		0.3816		0.6288		0.8679		0.8012		0.00010000
29		0.3798		0.6333		0.8673		0.7969		0.00010000
30		0.3759		0.6360		0.8683		0.8049		0.00010000
