1		0.7993		0.7354		0.7428		0.7588		0.01000000
2		0.7075		0.6990		0.7647		0.7721		0.01000000
3		0.6856		0.7198		0.7696		0.7590		0.01000000
4		0.6602		0.6592		0.7802		0.7881		0.01000000
5		0.6543		0.6832		0.7829		0.7776		0.01000000
6		0.6529		0.6647		0.7828		0.7827		0.01000000
7		0.6508		0.6755		0.7840		0.7753		0.01000000
8		0.6499		0.6937		0.7837		0.7778		0.01000000
9		0.6438		0.6546		0.7872		0.7844		0.01000000
10		0.6464		0.6742		0.7863		0.7793		0.01000000
11		0.5780		0.5893		0.8069		0.8120		0.00100000
12		0.5496		0.5839		0.8162		0.8100		0.00100000
13		0.5319		0.5773		0.8223		0.8149		0.00100000
14		0.5207		0.5770		0.8259		0.8160		0.00100000
15		0.5094		0.5741		0.8298		0.8154		0.00100000
16		0.4958		0.5749		0.8331		0.8194		0.00100000
17		0.4855		0.5940		0.8375		0.8157		0.00100000
18		0.4747		0.6032		0.8384		0.8166		0.00100000
19		0.4662		0.5928		0.8408		0.8132		0.00100000
20		0.4541		0.6013		0.8439		0.8055		0.00100000
21		0.3914		0.6097		0.8637		0.8140		0.00010000
22		0.3618		0.6254		0.8737		0.8109		0.00010000
23		0.3479		0.6417		0.8781		0.8066		0.00010000
24		0.3317		0.6642		0.8837		0.7944		0.00010000
25		0.3202		0.6609		0.8868		0.8097		0.00010000
26		0.3060		0.6849		0.8908		0.7972		0.00010000
27		0.2978		0.6908		0.8946		0.7975		0.00010000
28		0.2822		0.6951		0.9001		0.7966		0.00010000
29		0.2655		0.7242		0.9049		0.7989		0.00010000
30		0.2505		0.7326		0.9115		0.7964		0.00010000
