1		0.7589		0.7026		0.7530		0.7645		0.01000000
2		0.6508		0.6476		0.7843		0.7901		0.01000000
3		0.6209		0.6438		0.7969		0.7889		0.01000000
4		0.6034		0.6927		0.8003		0.7787		0.01000000
5		0.6865		0.6675		0.7705		0.7761		0.01000000
6		0.6210		0.6628		0.7945		0.7918		0.01000000
7		0.6087		0.6411		0.7998		0.7935		0.01000000
8		0.5911		0.6126		0.8044		0.8049		0.01000000
9		0.5900		0.5974		0.8065		0.8049		0.01000000
10		0.5763		0.6092		0.8084		0.8040		0.01000000
11		0.5242		0.5557		0.8270		0.8208		0.00100000
12		0.5071		0.5583		0.8325		0.8246		0.00100000
13		0.4965		0.5569		0.8342		0.8183		0.00100000
14		0.4894		0.5548		0.8365		0.8240		0.00100000
15		0.4815		0.5625		0.8399		0.8277		0.00100000
16		0.4764		0.5659		0.8420		0.8280		0.00100000
17		0.4680		0.5624		0.8429		0.8297		0.00100000
18		0.4610		0.5592		0.8451		0.8285		0.00100000
19		0.4571		0.5665		0.8454		0.8214		0.00100000
20		0.4551		0.5663		0.8463		0.8271		0.00100000
21		0.4290		0.5675		0.8535		0.8237		0.00010000
22		0.4240		0.5761		0.8555		0.8194		0.00010000
23		0.4195		0.5740		0.8559		0.8265		0.00010000
24		0.4172		0.5795		0.8568		0.8291		0.00010000
25		0.4143		0.5844		0.8589		0.8271		0.00010000
26		0.4134		0.5830		0.8580		0.8288		0.00010000
27		0.4100		0.5887		0.8594		0.8263		0.00010000
28		0.4067		0.5894		0.8612		0.8243		0.00010000
29		0.4037		0.5871		0.8630		0.8263		0.00010000
30		0.4054		0.5858		0.8604		0.8214		0.00010000
