epoch,time,lr,train_loss,train_acc,test_loss,test_acc,cohen_kappa_score
0,9m56s,0.0100,0.8734,0.6061,1.3563,0.3587,0.4222
1,9m50s,0.0100,0.6051,0.7295,1.4166,0.3567,0.3468
2,9m51s,0.0100,0.5111,0.7816,0.9837,0.5973,0.5121
3,9m52s,0.0100,0.4408,0.8159,0.7675,0.7617,0.5929
4,9m50s,0.0100,0.3930,0.8375,0.9081,0.7387,0.5776
5,9m50s,0.0100,0.3516,0.8579,1.0529,0.6555,0.5472
6,9m51s,0.0100,0.3256,0.8689,1.2910,0.5043,0.3757
7,9m51s,0.0100,0.3055,0.8781,0.9733,0.6528,0.5611
8,9m50s,0.0100,0.2927,0.8838,1.7755,0.4661,0.3012
9,9m51s,0.0100,0.2804,0.8892,0.9478,0.6910,0.5919
10,9m52s,0.0010,0.0938,0.9659,1.1357,0.7697,0.6321
11,9m51s,0.0010,0.0485,0.9831,1.2689,0.7634,0.6311
12,9m51s,0.0010,0.0334,0.9886,1.3233,0.7726,0.6222
13,9m51s,0.0010,0.0241,0.9920,1.4058,0.7727,0.6223
14,9m50s,0.0010,0.0195,0.9941,1.4695,0.7794,0.6074
15,9m51s,0.0010,0.0161,0.9949,1.5183,0.7816,0.6200
16,9m52s,0.0010,0.0135,0.9957,1.5257,0.7869,0.6355
17,9m51s,0.0010,0.0117,0.9964,1.5136,0.7857,0.6262
18,9m51s,0.0010,0.0095,0.9973,1.5724,0.7759,0.6100
19,9m51s,0.0010,0.0091,0.9975,1.4874,0.7771,0.6302
20,9m51s,0.0001,0.0064,0.9984,1.5353,0.7816,0.6291
21,9m51s,0.0001,0.0052,0.9988,1.5559,0.7844,0.6293
22,9m51s,0.0001,0.0051,0.9988,1.5719,0.7851,0.6304
23,9m51s,0.0001,0.0045,0.9991,1.5783,0.7860,0.6327
24,9m51s,0.0001,0.0046,0.9990,1.5746,0.7848,0.6244
25,9m50s,0.0001,0.0040,0.9992,1.5688,0.7844,0.6258
26,9m50s,0.0001,0.0040,0.9992,1.5545,0.7830,0.6322
27,9m50s,0.0001,0.0039,0.9992,1.5578,0.7851,0.6352
28,9m50s,0.0001,0.0037,0.9993,1.5926,0.7869,0.6262
29,9m50s,0.0001,0.0037,0.9992,1.5828,0.7874,0.6318
