epoch,time,lr,train_loss,train_acc,test_loss,test_acc,cohen_kappa_score
0,25m58s,0.0100,0.8642,0.6133,1.0523,0.4789,0.5423
1,25m54s,0.0100,0.6693,0.7010,0.7372,0.7729,0.5594
2,25m54s,0.0100,0.6223,0.7255,1.1082,0.4489,0.4677
3,25m56s,0.0100,0.5873,0.7441,1.1085,0.5002,0.5260
4,25m56s,0.0100,0.5581,0.7598,1.3885,0.3434,0.3792
5,25m57s,0.0100,0.5285,0.7748,1.0643,0.5116,0.5277
6,25m57s,0.0100,0.5012,0.7884,1.2916,0.3792,0.4279
7,25m56s,0.0100,0.4778,0.8006,0.9439,0.6244,0.5517
8,25m57s,0.0100,0.4577,0.8109,1.6508,0.4372,0.2881
9,25m57s,0.0100,0.4403,0.8193,1.3004,0.4331,0.4947
10,25m58s,0.0010,0.1764,0.9297,1.1158,0.7413,0.6107
11,25m59s,0.0010,0.1026,0.9607,1.2347,0.7457,0.6120
12,25m59s,0.0010,0.0723,0.9731,1.2998,0.7588,0.6152
13,25m58s,0.0010,0.0568,0.9794,1.3967,0.7475,0.6139
14,25m58s,0.0010,0.0478,0.9829,1.3652,0.7525,0.6097
15,25m57s,0.0010,0.0430,0.9847,1.3778,0.7335,0.5975
16,25m58s,0.0010,0.0389,0.9863,1.3695,0.7495,0.6123
17,25m58s,0.0010,0.0376,0.9866,1.3371,0.7739,0.6244
18,25m57s,0.0010,0.0368,0.9869,1.3561,0.7585,0.6024
19,25m58s,0.0010,0.0371,0.9870,1.3545,0.7517,0.6241
20,25m58s,0.0001,0.0166,0.9951,1.3802,0.7753,0.6295
21,25m59s,0.0001,0.0091,0.9976,1.4274,0.7791,0.6305
22,25m57s,0.0001,0.0067,0.9984,1.4894,0.7865,0.6284
23,25m58s,0.0001,0.0054,0.9987,1.5161,0.7848,0.6353
24,25m57s,0.0001,0.0044,0.9990,1.5552,0.7864,0.6267
25,25m56s,0.0001,0.0041,0.9990,1.5655,0.7865,0.6260
26,25m55s,0.0001,0.0035,0.9993,1.5602,0.7833,0.6278
27,25m49s,0.0001,0.0031,0.9993,1.5797,0.7844,0.6241
28,25m48s,0.0001,0.0028,0.9994,1.5556,0.7831,0.6271
29,25m48s,0.0001,0.0026,0.9995,1.5987,0.7886,0.6302
