epoch,time,lr,train_loss,train_acc,test_loss,test_acc,cohen_kappa_score
0,26m13s,0.0100,0.8244,0.6356,1.1076,0.5045,0.5343
1,28m36s,0.0100,0.5548,0.7622,0.8717,0.6458,0.6120
2,27m24s,0.0100,0.4633,0.8068,0.9576,0.6152,0.6350
3,26m52s,0.0100,0.4012,0.8371,0.8602,0.6766,0.6796
4,26m6s,0.0100,0.3626,0.8550,0.8961,0.6437,0.6393
5,27m18s,0.0100,0.3313,0.8685,0.8543,0.7209,0.6775
6,27m59s,0.0100,0.3091,0.8782,0.9684,0.6452,0.6257
7,28m19s,0.0100,0.2912,0.8866,0.7985,0.7430,0.6611
8,27m27s,0.0100,0.2815,0.8901,0.8219,0.7382,0.6876
9,27m49s,0.0100,0.2690,0.8966,0.8466,0.7240,0.6662
10,27m35s,0.0010,0.0865,0.9697,0.9259,0.8070,0.7328
11,27m2s,0.0010,0.0440,0.9856,1.0032,0.8021,0.7219
12,24m42s,0.0010,0.0305,0.9905,1.0965,0.8122,0.7331
13,23m47s,0.0010,0.0225,0.9932,1.1725,0.8187,0.7388
14,23m35s,0.0010,0.0183,0.9944,1.1693,0.8110,0.7269
15,23m57s,0.0010,0.0154,0.9955,1.1912,0.8205,0.7409
16,22m25s,0.0010,0.0120,0.9967,1.1989,0.8225,0.7438
17,20m34s,0.0010,0.0111,0.9969,1.2578,0.8247,0.7432
18,21m18s,0.0010,0.0093,0.9976,1.2170,0.8186,0.7434
19,21m29s,0.0010,0.0089,0.9977,1.2305,0.8228,0.7433
20,20m35s,0.0001,0.0064,0.9986,1.2261,0.8225,0.7416
21,17m51s,0.0001,0.0051,0.9990,1.2428,0.8235,0.7422
22,17m27s,0.0001,0.0048,0.9991,1.2316,0.8212,0.7429
23,18m2s,0.0001,0.0044,0.9992,1.2387,0.8211,0.7418
24,17m58s,0.0001,0.0041,0.9993,1.2572,0.8229,0.7436
25,16m40s,0.0001,0.0038,0.9994,1.2767,0.8231,0.7389
26,15m47s,0.0001,0.0038,0.9994,1.2493,0.8214,0.7442
27,15m41s,0.0001,0.0037,0.9994,1.2495,0.8216,0.7392
28,15m39s,0.0001,0.0035,0.9995,1.2437,0.8241,0.7470
29,15m49s,0.0001,0.0036,0.9994,1.2585,0.8234,0.7399
