epoch,time,lr,train_loss,train_acc,test_loss,test_acc,cohen_kappa_score
0,5m37s,0.0100,0.9049,0.5904,1.1302,0.4678,0.4607
1,5m37s,0.0100,0.5807,0.7402,0.9996,0.5669,0.5101
2,5m36s,0.0100,0.4486,0.8083,0.8793,0.7070,0.5410
3,5m31s,0.0100,0.3573,0.8535,1.3857,0.4921,0.4702
4,5m31s,0.0100,0.3005,0.8782,1.2660,0.7617,0.4062
5,5m31s,0.0100,0.2665,0.8942,1.1688,0.6758,0.4938
6,5m31s,0.0100,0.2338,0.9068,1.3111,0.5711,0.4166
7,5m31s,0.0100,0.2217,0.9138,1.0099,0.6953,0.5161
8,5m31s,0.0100,0.1980,0.9236,1.1072,0.6260,0.4926
9,5m31s,0.0100,0.1970,0.9248,1.1780,0.7379,0.3992
10,5m37s,0.0010,0.0593,0.9806,1.2296,0.7691,0.5760
11,5m37s,0.0010,0.0250,0.9922,1.3466,0.7665,0.5821
12,5m32s,0.0010,0.0173,0.9949,1.4812,0.7759,0.5700
13,5m32s,0.0010,0.0126,0.9965,1.4986,0.7736,0.5678
14,5m32s,0.0010,0.0097,0.9976,1.5537,0.7774,0.5750
15,5m32s,0.0010,0.0071,0.9982,1.5522,0.7708,0.5750
16,5m32s,0.0010,0.0073,0.9979,1.6237,0.7753,0.5667
17,5m37s,0.0010,0.0049,0.9990,1.5882,0.7744,0.5910
18,5m32s,0.0010,0.0043,0.9991,1.6543,0.7747,0.5567
19,5m31s,0.0010,0.0039,0.9993,1.6476,0.7770,0.5818
20,5m31s,0.0001,0.0033,0.9994,1.6352,0.7776,0.5752
21,5m31s,0.0001,0.0033,0.9992,1.6232,0.7766,0.5890
22,5m31s,0.0001,0.0030,0.9994,1.6707,0.7767,0.5613
23,5m31s,0.0001,0.0033,0.9994,1.6553,0.7763,0.5675
24,5m31s,0.0001,0.0029,0.9995,1.6405,0.7765,0.5613
25,5m31s,0.0001,0.0030,0.9994,1.6641,0.7796,0.5806
26,5m32s,0.0001,0.0029,0.9995,1.6388,0.7776,0.5803
27,5m31s,0.0001,0.0028,0.9995,1.6438,0.7785,0.5852
28,5m31s,0.0001,0.0029,0.9995,1.6588,0.7766,0.5673
29,5m31s,0.0001,0.0025,0.9995,1.6346,0.7768,0.5810
