epoch,time,lr,train_loss,train_acc,test_loss,test_acc,cohen_kappa_score
0,34m29s,0.0100,0.8202,0.6383,0.8914,0.6374,0.6635
1,40m59s,0.0100,0.5845,0.7478,1.0335,0.5445,0.5825
2,41m8s,0.0100,0.5131,0.7827,1.1332,0.4727,0.5135
3,41m43s,0.0100,0.4684,0.8050,0.6469,0.8068,0.7398
4,41m33s,0.0100,0.4369,0.8212,0.9239,0.6492,0.5975
5,40m37s,0.0100,0.4086,0.8346,0.6760,0.7854,0.7236
6,40m18s,0.0100,0.3827,0.8465,0.6620,0.8016,0.7318
7,40m54s,0.0100,0.3666,0.8542,0.6648,0.8078,0.7320
8,35m50s,0.0100,0.3510,0.8615,0.8347,0.6881,0.6723
9,35m48s,0.0100,0.3388,0.8656,0.9323,0.6625,0.6221
10,36m7s,0.0010,0.1231,0.9549,0.8977,0.8026,0.7580
11,31m46s,0.0010,0.0686,0.9759,1.0060,0.8048,0.7456
12,30m15s,0.0010,0.0483,0.9837,1.0588,0.8158,0.7542
13,30m57s,0.0010,0.0372,0.9877,1.1328,0.8249,0.7643
14,27m5s,0.0010,0.0302,0.9906,1.0671,0.8114,0.7556
15,26m3s,0.0010,0.0263,0.9917,1.1657,0.8170,0.7565
16,25m33s,0.0010,0.0233,0.9927,1.1508,0.8244,0.7582
17,24m18s,0.0010,0.0206,0.9936,1.1437,0.8273,0.7662
18,22m52s,0.0010,0.0198,0.9939,1.1234,0.8195,0.7565
19,22m42s,0.0010,0.0196,0.9939,1.1344,0.8205,0.7516
20,21m24s,0.0001,0.0108,0.9971,1.1509,0.8275,0.7655
21,19m39s,0.0001,0.0080,0.9981,1.1636,0.8284,0.7650
22,19m36s,0.0001,0.0071,0.9984,1.1902,0.8292,0.7655
23,19m21s,0.0001,0.0060,0.9988,1.2160,0.8297,0.7635
24,18m1s,0.0001,0.0057,0.9988,1.2191,0.8285,0.7619
25,17m60s,0.0001,0.0052,0.9990,1.2205,0.8314,0.7670
26,17m57s,0.0001,0.0049,0.9990,1.2266,0.8279,0.7632
27,17m59s,0.0001,0.0047,0.9990,1.2345,0.8284,0.7623
28,17m57s,0.0001,0.0044,0.9992,1.2459,0.8306,0.7632
29,17m58s,0.0001,0.0043,0.9993,1.2507,0.8307,0.7654
