
Test set: Average loss: 1.1612, Accuracy: 6053/8871 (68%)


Test set: Average loss: 1.1185, Accuracy: 6204/8871 (70%)


Test set: Average loss: 1.1306, Accuracy: 6122/8871 (69%)


Test set: Average loss: 1.1327, Accuracy: 6088/8871 (69%)


Test set: Average loss: 1.1308, Accuracy: 6087/8871 (69%)


Test set: Average loss: 1.1474, Accuracy: 6079/8871 (69%)


Test set: Average loss: 1.1440, Accuracy: 6237/8871 (70%)


Test set: Average loss: 1.1606, Accuracy: 6120/8871 (69%)


Test set: Average loss: 1.1496, Accuracy: 6081/8871 (69%)


Test set: Average loss: 1.1427, Accuracy: 6185/8871 (70%)


Test set: Average loss: 1.1446, Accuracy: 6078/8871 (69%)


Test set: Average loss: 1.1774, Accuracy: 6154/8871 (69%)


Test set: Average loss: 1.1639, Accuracy: 6243/8871 (70%)


Test set: Average loss: 1.1676, Accuracy: 6087/8871 (69%)


Test set: Average loss: 1.1725, Accuracy: 6020/8871 (68%)


Test set: Average loss: 1.1517, Accuracy: 6134/8871 (69%)


Test set: Average loss: 1.1720, Accuracy: 5972/8871 (67%)


Test set: Average loss: 1.1685, Accuracy: 6189/8871 (70%)


Test set: Average loss: 1.1741, Accuracy: 6166/8871 (70%)


Test set: Average loss: 1.1635, Accuracy: 6054/8871 (68%)


Test set: Average loss: 1.1814, Accuracy: 6019/8871 (68%)


Test set: Average loss: 1.1673, Accuracy: 6143/8871 (69%)


Test set: Average loss: 1.1729, Accuracy: 6016/8871 (68%)


Test set: Average loss: 1.1803, Accuracy: 6108/8871 (69%)


Test set: Average loss: 1.1742, Accuracy: 6138/8871 (69%)


Test set: Average loss: 1.1859, Accuracy: 6169/8871 (70%)


Test set: Average loss: 1.1885, Accuracy: 5925/8871 (67%)


Test set: Average loss: 1.1666, Accuracy: 6102/8871 (69%)


Test set: Average loss: 1.1730, Accuracy: 6171/8871 (70%)


Test set: Average loss: 1.1706, Accuracy: 6286/8871 (71%)


Test set: Average loss: 1.1951, Accuracy: 6253/8871 (70%)


Test set: Average loss: 1.1943, Accuracy: 6032/8871 (68%)


Test set: Average loss: 1.1870, Accuracy: 6089/8871 (69%)


Test set: Average loss: 1.1986, Accuracy: 6019/8871 (68%)


Test set: Average loss: 1.1787, Accuracy: 6047/8871 (68%)


Test set: Average loss: 1.2102, Accuracy: 6164/8871 (69%)


Test set: Average loss: 1.1881, Accuracy: 6098/8871 (69%)


Test set: Average loss: 1.2123, Accuracy: 5920/8871 (67%)


Test set: Average loss: 1.2111, Accuracy: 6276/8871 (71%)


Test set: Average loss: 1.2149, Accuracy: 5940/8871 (67%)


Test set: Average loss: 1.1875, Accuracy: 5994/8871 (68%)


Test set: Average loss: 1.2006, Accuracy: 5933/8871 (67%)


Test set: Average loss: 1.2025, Accuracy: 6001/8871 (68%)


Test set: Average loss: 1.2136, Accuracy: 6134/8871 (69%)


Test set: Average loss: 1.2118, Accuracy: 6042/8871 (68%)


Test set: Average loss: 1.2344, Accuracy: 6049/8871 (68%)


Test set: Average loss: 1.2100, Accuracy: 6088/8871 (69%)


Test set: Average loss: 1.2059, Accuracy: 6177/8871 (70%)


Test set: Average loss: 1.2025, Accuracy: 6002/8871 (68%)


Test set: Average loss: 1.2322, Accuracy: 6140/8871 (69%)


Test set: Average loss: 1.2345, Accuracy: 5878/8871 (66%)


Test set: Average loss: 1.2295, Accuracy: 5965/8871 (67%)


Test set: Average loss: 1.2199, Accuracy: 6161/8871 (69%)


Test set: Average loss: 1.2283, Accuracy: 6151/8871 (69%)


Test set: Average loss: 1.2340, Accuracy: 6018/8871 (68%)


Test set: Average loss: 1.2273, Accuracy: 6184/8871 (70%)


Test set: Average loss: 1.2231, Accuracy: 6147/8871 (69%)


Test set: Average loss: 1.2322, Accuracy: 6272/8871 (71%)


Test set: Average loss: 1.2254, Accuracy: 6081/8871 (69%)


Test set: Average loss: 1.2450, Accuracy: 6034/8871 (68%)


Test set: Average loss: 1.2204, Accuracy: 6060/8871 (68%)


Test set: Average loss: 1.2336, Accuracy: 6186/8871 (70%)


Test set: Average loss: 1.2340, Accuracy: 5845/8871 (66%)


Test set: Average loss: 1.2892, Accuracy: 5894/8871 (66%)


Test set: Average loss: 1.2613, Accuracy: 6196/8871 (70%)


Test set: Average loss: 1.2346, Accuracy: 6068/8871 (68%)


Test set: Average loss: 1.2313, Accuracy: 5980/8871 (67%)


Test set: Average loss: 1.2816, Accuracy: 6179/8871 (70%)


Test set: Average loss: 1.2384, Accuracy: 5954/8871 (67%)


Test set: Average loss: 1.2640, Accuracy: 6020/8871 (68%)


Test set: Average loss: 1.2469, Accuracy: 6206/8871 (70%)


Test set: Average loss: 1.2405, Accuracy: 5987/8871 (67%)


Test set: Average loss: 1.2647, Accuracy: 6257/8871 (71%)


Test set: Average loss: 1.2600, Accuracy: 5926/8871 (67%)


Test set: Average loss: 1.2473, Accuracy: 6028/8871 (68%)


Test set: Average loss: 1.2739, Accuracy: 6001/8871 (68%)


Test set: Average loss: 1.2620, Accuracy: 6091/8871 (69%)


Test set: Average loss: 1.2658, Accuracy: 5997/8871 (68%)

