
Test set: Average loss: 1.0840, Accuracy: 6234/8871 (70%)


Test set: Average loss: 1.0900, Accuracy: 6161/8871 (69%)


Test set: Average loss: 1.1244, Accuracy: 6246/8871 (70%)


Test set: Average loss: 1.1164, Accuracy: 6177/8871 (70%)


Test set: Average loss: 1.0939, Accuracy: 6205/8871 (70%)


Test set: Average loss: 1.1052, Accuracy: 6150/8871 (69%)


Test set: Average loss: 1.0966, Accuracy: 6193/8871 (70%)


Test set: Average loss: 1.1035, Accuracy: 6197/8871 (70%)


Test set: Average loss: 1.1053, Accuracy: 6166/8871 (70%)


Test set: Average loss: 1.1152, Accuracy: 6208/8871 (70%)


Test set: Average loss: 1.1194, Accuracy: 6177/8871 (70%)


Test set: Average loss: 1.1067, Accuracy: 6164/8871 (69%)


Test set: Average loss: 1.1087, Accuracy: 6194/8871 (70%)


Test set: Average loss: 1.1250, Accuracy: 6141/8871 (69%)


Test set: Average loss: 1.1319, Accuracy: 5943/8871 (67%)


Test set: Average loss: 1.1306, Accuracy: 6144/8871 (69%)


Test set: Average loss: 1.1242, Accuracy: 6102/8871 (69%)


Test set: Average loss: 1.1264, Accuracy: 6234/8871 (70%)


Test set: Average loss: 1.1101, Accuracy: 6185/8871 (70%)


Test set: Average loss: 1.1878, Accuracy: 5710/8871 (64%)


Test set: Average loss: 1.1153, Accuracy: 6063/8871 (68%)


Test set: Average loss: 1.1194, Accuracy: 6219/8871 (70%)


Test set: Average loss: 1.1314, Accuracy: 6040/8871 (68%)


